image_id,image_path,crown_mask,root_mask,combined_mask,multiclass_mask,width,height,has_multiclass,split,source_json,source_image
lm_0012_250eba392013401abdec08f1818721f0_png_rf_,images/lm_0012_250eba392013401abdec08f1818721f0_png_rf_.jpg,masks_crown/lm_0012_250eba392013401abdec08f1818721f0_png_rf__crown.png,masks_root/lm_0012_250eba392013401abdec08f1818721f0_png_rf__root.png,masks_combined/lm_0012_250eba392013401abdec08f1818721f0_png_rf__combined.png,masks_multiclass/lm_0012_250eba392013401abdec08f1818721f0_png_rf_.png,640,640,True,train,250eba392013401abdec08f1818721f0_png.rf.1666b6684809f4da408c54dee9e82f7c.json,250eba392013401abdec08f1818721f0_png.rf.1666b6684809f4da408c54dee9e82f7c.jpg
lm_0013_3bdb56b415654ceda19d7e10f0c5f62d_png_rf_,images/lm_0013_3bdb56b415654ceda19d7e10f0c5f62d_png_rf_.jpg,masks_crown/lm_0013_3bdb56b415654ceda19d7e10f0c5f62d_png_rf__crown.png,masks_root/lm_0013_3bdb56b415654ceda19d7e10f0c5f62d_png_rf__root.png,masks_combined/lm_0013_3bdb56b415654ceda19d7e10f0c5f62d_png_rf__combined.png,masks_multiclass/lm_0013_3bdb56b415654ceda19d7e10f0c5f62d_png_rf_.png,640,640,True,test,3bdb56b415654ceda19d7e10f0c5f62d_png.rf.922ecec1e54072f2093827bc5796225a.json,3bdb56b415654ceda19d7e10f0c5f62d_png.rf.922ecec1e54072f2093827bc5796225a.jpg
lm_0014_3bdb56b415654ceda19d7e10f0c5f62d_png_rf_,images/lm_0014_3bdb56b415654ceda19d7e10f0c5f62d_png_rf_.jpg,masks_crown/lm_0014_3bdb56b415654ceda19d7e10f0c5f62d_png_rf__crown.png,masks_root/lm_0014_3bdb56b415654ceda19d7e10f0c5f62d_png_rf__root.png,masks_combined/lm_0014_3bdb56b415654ceda19d7e10f0c5f62d_png_rf__combined.png,masks_multiclass/lm_0014_3bdb56b415654ceda19d7e10f0c5f62d_png_rf_.png,640,640,True,test,3bdb56b415654ceda19d7e10f0c5f62d_png.rf.db87d36345feced9bd2cd922f0520856.json,3bdb56b415654ceda19d7e10f0c5f62d_png.rf.db87d36345feced9bd2cd922f0520856.jpg
lm_0015_3f63fa3dab034ca19c0e0f3608909a28_png_rf_,images/lm_0015_3f63fa3dab034ca19c0e0f3608909a28_png_rf_.jpg,masks_crown/lm_0015_3f63fa3dab034ca19c0e0f3608909a28_png_rf__crown.png,masks_root/lm_0015_3f63fa3dab034ca19c0e0f3608909a28_png_rf__root.png,masks_combined/lm_0015_3f63fa3dab034ca19c0e0f3608909a28_png_rf__combined.png,masks_multiclass/lm_0015_3f63fa3dab034ca19c0e0f3608909a28_png_rf_.png,640,640,True,train,3f63fa3dab034ca19c0e0f3608909a28_png.rf.3f4b4d43555bd0af8dc3b2ac9eb5ccf1.json,3f63fa3dab034ca19c0e0f3608909a28_png.rf.3f4b4d43555bd0af8dc3b2ac9eb5ccf1.jpg
lm_0016_3f63fa3dab034ca19c0e0f3608909a28_png_rf_,images/lm_0016_3f63fa3dab034ca19c0e0f3608909a28_png_rf_.jpg,masks_crown/lm_0016_3f63fa3dab034ca19c0e0f3608909a28_png_rf__crown.png,masks_root/lm_0016_3f63fa3dab034ca19c0e0f3608909a28_png_rf__root.png,masks_combined/lm_0016_3f63fa3dab034ca19c0e0f3608909a28_png_rf__combined.png,masks_multiclass/lm_0016_3f63fa3dab034ca19c0e0f3608909a28_png_rf_.png,640,640,True,test,3f63fa3dab034ca19c0e0f3608909a28_png.rf.f6e1390e93dcbada16ce91ef476b1aaf.json,3f63fa3dab034ca19c0e0f3608909a28_png.rf.f6e1390e93dcbada16ce91ef476b1aaf.jpg
lm_0017_406,images/lm_0017_406.jpg,masks_crown/lm_0017_406_crown.png,masks_root/lm_0017_406_root.png,masks_combined/lm_0017_406_combined.png,masks_multiclass/lm_0017_406.png,300,224,True,test,406.json,406.jpg
lm_0018_4128be1aa7204512bf357800808d31a9_png_rf_,images/lm_0018_4128be1aa7204512bf357800808d31a9_png_rf_.jpg,masks_crown/lm_0018_4128be1aa7204512bf357800808d31a9_png_rf__crown.png,masks_root/lm_0018_4128be1aa7204512bf357800808d31a9_png_rf__root.png,masks_combined/lm_0018_4128be1aa7204512bf357800808d31a9_png_rf__combined.png,masks_multiclass/lm_0018_4128be1aa7204512bf357800808d31a9_png_rf_.png,640,640,True,train,4128be1aa7204512bf357800808d31a9_png.rf.d9b1bd3d7c28829db3857f7c61ac1db3.json,4128be1aa7204512bf357800808d31a9_png.rf.d9b1bd3d7c28829db3857f7c61ac1db3.jpg
lm_0019_59c1b662936946e5aa7e8758e5abe1fa_png_rf_,images/lm_0019_59c1b662936946e5aa7e8758e5abe1fa_png_rf_.jpg,masks_crown/lm_0019_59c1b662936946e5aa7e8758e5abe1fa_png_rf__crown.png,masks_root/lm_0019_59c1b662936946e5aa7e8758e5abe1fa_png_rf__root.png,masks_combined/lm_0019_59c1b662936946e5aa7e8758e5abe1fa_png_rf__combined.png,masks_multiclass/lm_0019_59c1b662936946e5aa7e8758e5abe1fa_png_rf_.png,640,640,True,train,59c1b662936946e5aa7e8758e5abe1fa_png.rf.0d5baa47ba606c2cddaec78b44bbe5f4.json,59c1b662936946e5aa7e8758e5abe1fa_png.rf.0d5baa47ba606c2cddaec78b44bbe5f4.jpg
lm_0020_59c1b662936946e5aa7e8758e5abe1fa_png_rf_,images/lm_0020_59c1b662936946e5aa7e8758e5abe1fa_png_rf_.jpg,masks_crown/lm_0020_59c1b662936946e5aa7e8758e5abe1fa_png_rf__crown.png,masks_root/lm_0020_59c1b662936946e5aa7e8758e5abe1fa_png_rf__root.png,masks_combined/lm_0020_59c1b662936946e5aa7e8758e5abe1fa_png_rf__combined.png,masks_multiclass/lm_0020_59c1b662936946e5aa7e8758e5abe1fa_png_rf_.png,640,640,True,train,59c1b662936946e5aa7e8758e5abe1fa_png.rf.19f24f7d8eec593d269577f909e7dfa6.json,59c1b662936946e5aa7e8758e5abe1fa_png.rf.19f24f7d8eec593d269577f909e7dfa6.jpg
lm_0021_6a66f8af2897432183652c3db1858ade_png_rf_,images/lm_0021_6a66f8af2897432183652c3db1858ade_png_rf_.jpg,masks_crown/lm_0021_6a66f8af2897432183652c3db1858ade_png_rf__crown.png,masks_root/lm_0021_6a66f8af2897432183652c3db1858ade_png_rf__root.png,masks_combined/lm_0021_6a66f8af2897432183652c3db1858ade_png_rf__combined.png,masks_multiclass/lm_0021_6a66f8af2897432183652c3db1858ade_png_rf_.png,640,640,True,train,6a66f8af2897432183652c3db1858ade_png.rf.1d7b4cb15cd73fb88d5a7bfaf65c232d.json,6a66f8af2897432183652c3db1858ade_png.rf.1d7b4cb15cd73fb88d5a7bfaf65c232d.jpg
lm_0022_6a66f8af2897432183652c3db1858ade_png_rf_,images/lm_0022_6a66f8af2897432183652c3db1858ade_png_rf_.jpg,masks_crown/lm_0022_6a66f8af2897432183652c3db1858ade_png_rf__crown.png,masks_root/lm_0022_6a66f8af2897432183652c3db1858ade_png_rf__root.png,masks_combined/lm_0022_6a66f8af2897432183652c3db1858ade_png_rf__combined.png,masks_multiclass/lm_0022_6a66f8af2897432183652c3db1858ade_png_rf_.png,640,640,True,train,6a66f8af2897432183652c3db1858ade_png.rf.cb6c0114167d1552e896b7fe0fb2ce17.json,6a66f8af2897432183652c3db1858ade_png.rf.cb6c0114167d1552e896b7fe0fb2ce17.jpg
lm_0023_73_jpg_rf_755dd46d6d77d724bf336e02c69579,images/lm_0023_73_jpg_rf_755dd46d6d77d724bf336e02c69579.jpg,masks_crown/lm_0023_73_jpg_rf_755dd46d6d77d724bf336e02c69579_crown.png,masks_root/lm_0023_73_jpg_rf_755dd46d6d77d724bf336e02c69579_root.png,masks_combined/lm_0023_73_jpg_rf_755dd46d6d77d724bf336e02c69579_combined.png,masks_multiclass/lm_0023_73_jpg_rf_755dd46d6d77d724bf336e02c69579.png,640,640,True,test,73_jpg.rf.755dd46d6d77d724bf336e02c6957990.json,73_jpg.rf.755dd46d6d77d724bf336e02c6957990.jpg
lm_0024_73dda4a32381494dadaf6b6fb0f7c03b_png_rf_,images/lm_0024_73dda4a32381494dadaf6b6fb0f7c03b_png_rf_.jpg,masks_crown/lm_0024_73dda4a32381494dadaf6b6fb0f7c03b_png_rf__crown.png,masks_root/lm_0024_73dda4a32381494dadaf6b6fb0f7c03b_png_rf__root.png,masks_combined/lm_0024_73dda4a32381494dadaf6b6fb0f7c03b_png_rf__combined.png,masks_multiclass/lm_0024_73dda4a32381494dadaf6b6fb0f7c03b_png_rf_.png,640,640,True,val,73dda4a32381494dadaf6b6fb0f7c03b_png.rf.98a0e4f3170ff373809b22010cffbc3d.json,73dda4a32381494dadaf6b6fb0f7c03b_png.rf.98a0e4f3170ff373809b22010cffbc3d.jpg
lm_0025_799,images/lm_0025_799.jpg,masks_crown/lm_0025_799_crown.png,masks_root/lm_0025_799_root.png,masks_combined/lm_0025_799_combined.png,masks_multiclass/lm_0025_799.png,224,300,True,train,799.json,799.jpg
lm_0026_7f9b71118c484384a11947012a2c0138_png_rf_,images/lm_0026_7f9b71118c484384a11947012a2c0138_png_rf_.jpg,masks_crown/lm_0026_7f9b71118c484384a11947012a2c0138_png_rf__crown.png,masks_root/lm_0026_7f9b71118c484384a11947012a2c0138_png_rf__root.png,masks_combined/lm_0026_7f9b71118c484384a11947012a2c0138_png_rf__combined.png,masks_multiclass/lm_0026_7f9b71118c484384a11947012a2c0138_png_rf_.png,640,640,True,train,7f9b71118c484384a11947012a2c0138_png.rf.928190a5afb7b7c39f45a8f25f742c56.json,7f9b71118c484384a11947012a2c0138_png.rf.928190a5afb7b7c39f45a8f25f742c56.jpg
lm_0027_81fd9f571d8144f2bc524e51d776c3b7_png_rf_,images/lm_0027_81fd9f571d8144f2bc524e51d776c3b7_png_rf_.jpg,masks_crown/lm_0027_81fd9f571d8144f2bc524e51d776c3b7_png_rf__crown.png,masks_root/lm_0027_81fd9f571d8144f2bc524e51d776c3b7_png_rf__root.png,masks_combined/lm_0027_81fd9f571d8144f2bc524e51d776c3b7_png_rf__combined.png,masks_multiclass/lm_0027_81fd9f571d8144f2bc524e51d776c3b7_png_rf_.png,640,640,True,train,81fd9f571d8144f2bc524e51d776c3b7_png.rf.3db3c1bf1aae94d22623f09c86a73103.json,81fd9f571d8144f2bc524e51d776c3b7_png.rf.3db3c1bf1aae94d22623f09c86a73103.jpg
lm_0028_81fd9f571d8144f2bc524e51d776c3b7_png_rf_,images/lm_0028_81fd9f571d8144f2bc524e51d776c3b7_png_rf_.jpg,masks_crown/lm_0028_81fd9f571d8144f2bc524e51d776c3b7_png_rf__crown.png,masks_root/lm_0028_81fd9f571d8144f2bc524e51d776c3b7_png_rf__root.png,masks_combined/lm_0028_81fd9f571d8144f2bc524e51d776c3b7_png_rf__combined.png,masks_multiclass/lm_0028_81fd9f571d8144f2bc524e51d776c3b7_png_rf_.png,640,640,True,train,81fd9f571d8144f2bc524e51d776c3b7_png.rf.74f6b95c7bb0d6281447cd037c36f83d.json,81fd9f571d8144f2bc524e51d776c3b7_png.rf.74f6b95c7bb0d6281447cd037c36f83d.jpg
lm_0029_8e67f519d2954325952d48749a75a9d0_png_rf_,images/lm_0029_8e67f519d2954325952d48749a75a9d0_png_rf_.jpg,masks_crown/lm_0029_8e67f519d2954325952d48749a75a9d0_png_rf__crown.png,masks_root/lm_0029_8e67f519d2954325952d48749a75a9d0_png_rf__root.png,masks_combined/lm_0029_8e67f519d2954325952d48749a75a9d0_png_rf__combined.png,masks_multiclass/lm_0029_8e67f519d2954325952d48749a75a9d0_png_rf_.png,640,640,True,val,8e67f519d2954325952d48749a75a9d0_png.rf.9571131964ed32619461dca72cbcd872.json,8e67f519d2954325952d48749a75a9d0_png.rf.9571131964ed32619461dca72cbcd872.jpg
lm_0030_9af7cb5dee0449118ed541d4ae0d31f6_png_rf_,images/lm_0030_9af7cb5dee0449118ed541d4ae0d31f6_png_rf_.jpg,masks_crown/lm_0030_9af7cb5dee0449118ed541d4ae0d31f6_png_rf__crown.png,masks_root/lm_0030_9af7cb5dee0449118ed541d4ae0d31f6_png_rf__root.png,masks_combined/lm_0030_9af7cb5dee0449118ed541d4ae0d31f6_png_rf__combined.png,masks_multiclass/lm_0030_9af7cb5dee0449118ed541d4ae0d31f6_png_rf_.png,640,640,True,train,9af7cb5dee0449118ed541d4ae0d31f6_png.rf.732ec377828b024102aa53d562159020.json,9af7cb5dee0449118ed541d4ae0d31f6_png.rf.732ec377828b024102aa53d562159020.jpg
lm_0031_9b57710ec60d4cff88b745da0b73e473_png_rf_,images/lm_0031_9b57710ec60d4cff88b745da0b73e473_png_rf_.jpg,masks_crown/lm_0031_9b57710ec60d4cff88b745da0b73e473_png_rf__crown.png,masks_root/lm_0031_9b57710ec60d4cff88b745da0b73e473_png_rf__root.png,masks_combined/lm_0031_9b57710ec60d4cff88b745da0b73e473_png_rf__combined.png,masks_multiclass/lm_0031_9b57710ec60d4cff88b745da0b73e473_png_rf_.png,640,640,True,train,9b57710ec60d4cff88b745da0b73e473_png.rf.97e6f24cfaced0349c887fbed3cea931.json,9b57710ec60d4cff88b745da0b73e473_png.rf.97e6f24cfaced0349c887fbed3cea931.jpg
lm_0032_9eb87720fe8340be9c91b3928fc3777f_png_rf_,images/lm_0032_9eb87720fe8340be9c91b3928fc3777f_png_rf_.jpg,masks_crown/lm_0032_9eb87720fe8340be9c91b3928fc3777f_png_rf__crown.png,masks_root/lm_0032_9eb87720fe8340be9c91b3928fc3777f_png_rf__root.png,masks_combined/lm_0032_9eb87720fe8340be9c91b3928fc3777f_png_rf__combined.png,masks_multiclass/lm_0032_9eb87720fe8340be9c91b3928fc3777f_png_rf_.png,640,640,True,train,9eb87720fe8340be9c91b3928fc3777f_png.rf.3a496e1244f3d0d1e6395a24fd6d052b.json,9eb87720fe8340be9c91b3928fc3777f_png.rf.3a496e1244f3d0d1e6395a24fd6d052b.jpg
lm_0033_a1be622f139a4713a2cdd94753d24bd0_png_rf_,images/lm_0033_a1be622f139a4713a2cdd94753d24bd0_png_rf_.jpg,masks_crown/lm_0033_a1be622f139a4713a2cdd94753d24bd0_png_rf__crown.png,masks_root/lm_0033_a1be622f139a4713a2cdd94753d24bd0_png_rf__root.png,masks_combined/lm_0033_a1be622f139a4713a2cdd94753d24bd0_png_rf__combined.png,masks_multiclass/lm_0033_a1be622f139a4713a2cdd94753d24bd0_png_rf_.png,640,640,True,train,a1be622f139a4713a2cdd94753d24bd0_png.rf.a2ccff4d2e40199c656ebd5de147a43c.json,a1be622f139a4713a2cdd94753d24bd0_png.rf.a2ccff4d2e40199c656ebd5de147a43c.jpg
lm_0034_a9b3d6fdbb89456dabd172fd489b98ef_png_rf_,images/lm_0034_a9b3d6fdbb89456dabd172fd489b98ef_png_rf_.jpg,masks_crown/lm_0034_a9b3d6fdbb89456dabd172fd489b98ef_png_rf__crown.png,masks_root/lm_0034_a9b3d6fdbb89456dabd172fd489b98ef_png_rf__root.png,masks_combined/lm_0034_a9b3d6fdbb89456dabd172fd489b98ef_png_rf__combined.png,masks_multiclass/lm_0034_a9b3d6fdbb89456dabd172fd489b98ef_png_rf_.png,640,640,True,val,a9b3d6fdbb89456dabd172fd489b98ef_png.rf.10bdd22a30482a5a7ecf0e39bbd73009.json,a9b3d6fdbb89456dabd172fd489b98ef_png.rf.10bdd22a30482a5a7ecf0e39bbd73009.jpg
lm_0035_aa57889d56e54fa6a631461f352e75d4_png_rf_,images/lm_0035_aa57889d56e54fa6a631461f352e75d4_png_rf_.jpg,masks_crown/lm_0035_aa57889d56e54fa6a631461f352e75d4_png_rf__crown.png,masks_root/lm_0035_aa57889d56e54fa6a631461f352e75d4_png_rf__root.png,masks_combined/lm_0035_aa57889d56e54fa6a631461f352e75d4_png_rf__combined.png,masks_multiclass/lm_0035_aa57889d56e54fa6a631461f352e75d4_png_rf_.png,640,640,True,train,aa57889d56e54fa6a631461f352e75d4_png.rf.51d89397f9bfa9d58f3c05824357fca7.json,aa57889d56e54fa6a631461f352e75d4_png.rf.51d89397f9bfa9d58f3c05824357fca7.jpg
lm_0036_b8e1e1810ea644d6a9e75b808d1829d8_png_rf_,images/lm_0036_b8e1e1810ea644d6a9e75b808d1829d8_png_rf_.jpg,masks_crown/lm_0036_b8e1e1810ea644d6a9e75b808d1829d8_png_rf__crown.png,masks_root/lm_0036_b8e1e1810ea644d6a9e75b808d1829d8_png_rf__root.png,masks_combined/lm_0036_b8e1e1810ea644d6a9e75b808d1829d8_png_rf__combined.png,masks_multiclass/lm_0036_b8e1e1810ea644d6a9e75b808d1829d8_png_rf_.png,640,640,True,val,b8e1e1810ea644d6a9e75b808d1829d8_png.rf.aeb97246ebf494eced73b73f54d9d0a1.json,b8e1e1810ea644d6a9e75b808d1829d8_png.rf.aeb97246ebf494eced73b73f54d9d0a1.jpg
lm_0037_ca27b44134764382ab7d20e68c5dd6d4_png_rf_,images/lm_0037_ca27b44134764382ab7d20e68c5dd6d4_png_rf_.jpg,masks_crown/lm_0037_ca27b44134764382ab7d20e68c5dd6d4_png_rf__crown.png,masks_root/lm_0037_ca27b44134764382ab7d20e68c5dd6d4_png_rf__root.png,masks_combined/lm_0037_ca27b44134764382ab7d20e68c5dd6d4_png_rf__combined.png,masks_multiclass/lm_0037_ca27b44134764382ab7d20e68c5dd6d4_png_rf_.png,640,640,True,val,ca27b44134764382ab7d20e68c5dd6d4_png.rf.331dedf51a3ccaec4701181fc75c51fd.json,ca27b44134764382ab7d20e68c5dd6d4_png.rf.331dedf51a3ccaec4701181fc75c51fd.jpg
lm_0038_cfe7c543252a415dbac051dc524648d5_png_rf_,images/lm_0038_cfe7c543252a415dbac051dc524648d5_png_rf_.jpg,masks_crown/lm_0038_cfe7c543252a415dbac051dc524648d5_png_rf__crown.png,masks_root/lm_0038_cfe7c543252a415dbac051dc524648d5_png_rf__root.png,masks_combined/lm_0038_cfe7c543252a415dbac051dc524648d5_png_rf__combined.png,masks_multiclass/lm_0038_cfe7c543252a415dbac051dc524648d5_png_rf_.png,640,640,True,train,cfe7c543252a415dbac051dc524648d5_png.rf.a6ce677bda5287ed25e5b9ea580d0bf6.json,cfe7c543252a415dbac051dc524648d5_png.rf.a6ce677bda5287ed25e5b9ea580d0bf6.jpg
lm_0039_d36a6f24e0704bb6a46a1d830accefcf_png_rf_,images/lm_0039_d36a6f24e0704bb6a46a1d830accefcf_png_rf_.jpg,masks_crown/lm_0039_d36a6f24e0704bb6a46a1d830accefcf_png_rf__crown.png,masks_root/lm_0039_d36a6f24e0704bb6a46a1d830accefcf_png_rf__root.png,masks_combined/lm_0039_d36a6f24e0704bb6a46a1d830accefcf_png_rf__combined.png,masks_multiclass/lm_0039_d36a6f24e0704bb6a46a1d830accefcf_png_rf_.png,640,640,True,train,d36a6f24e0704bb6a46a1d830accefcf_png.rf.23abd1d0005a69a33a0c0e8afc3f4b36.json,d36a6f24e0704bb6a46a1d830accefcf_png.rf.23abd1d0005a69a33a0c0e8afc3f4b36.jpg
lm_0040_d48db8a8f3a541acbe6e5b0e4c343ae3_png_rf_,images/lm_0040_d48db8a8f3a541acbe6e5b0e4c343ae3_png_rf_.jpg,masks_crown/lm_0040_d48db8a8f3a541acbe6e5b0e4c343ae3_png_rf__crown.png,masks_root/lm_0040_d48db8a8f3a541acbe6e5b0e4c343ae3_png_rf__root.png,masks_combined/lm_0040_d48db8a8f3a541acbe6e5b0e4c343ae3_png_rf__combined.png,masks_multiclass/lm_0040_d48db8a8f3a541acbe6e5b0e4c343ae3_png_rf_.png,640,640,True,train,d48db8a8f3a541acbe6e5b0e4c343ae3_png.rf.3dd72775537a310c25b3d2129176cfde.json,d48db8a8f3a541acbe6e5b0e4c343ae3_png.rf.3dd72775537a310c25b3d2129176cfde.jpg
lm_0041_downloaad,images/lm_0041_downloaad.jpg,masks_crown/lm_0041_downloaad_crown.png,masks_root/lm_0041_downloaad_root.png,masks_combined/lm_0041_downloaad_combined.png,masks_multiclass/lm_0041_downloaad.png,265,190,True,test,downloaad.json,downloaad.jpeg
lm_0042_download_1,images/lm_0042_download_1.jpg,masks_crown/lm_0042_download_1_crown.png,masks_root/lm_0042_download_1_root.png,masks_combined/lm_0042_download_1_combined.png,masks_multiclass/lm_0042_download_1.png,283,178,True,train,download (1).json,download (1).JPG
lm_0043_download_3,images/lm_0043_download_3.jpg,masks_crown/lm_0043_download_3_crown.png,masks_root/lm_0043_download_3_root.png,masks_combined/lm_0043_download_3_combined.png,masks_multiclass/lm_0043_download_3.png,259,194,True,train,download (3).json,download (3).JPG
lm_0044_download,images/lm_0044_download.jpg,masks_crown/lm_0044_download_crown.png,masks_root/lm_0044_download_root.png,masks_combined/lm_0044_download_combined.png,masks_multiclass/lm_0044_download.png,264,191,True,train,download.json,download.JPG
lm_0045_downloadd,images/lm_0045_downloadd.jpg,masks_crown/lm_0045_downloadd_crown.png,masks_root/lm_0045_downloadd_root.png,masks_combined/lm_0045_downloadd_combined.png,masks_multiclass/lm_0045_downloadd.png,242,209,True,test,downloadd.json,downloadd.jpeg
